season,player_display_name,recent_team,shap_passing_yards,shap_passing_tds,shap_passing_interceptions,shap_passing_epa,shap_passing_cpoe,shap_rushing_yards,shap_rushing_tds,shap_rushing_epa,shap_receiving_yards,shap_receiving_tds,shap_receiving_epa,shap_win_pct
2011,Tony Romo,DAL,-0.12102795,-0.42333335,-0.184553,0.11128082,0.24723226,-0.44324508,-0.13169838,-0.33421865,-0.0113498755,-0.010636212,0.079705864,-1.6826862
2011,Matthew Stafford,DET,0.8561186,1.2318357,-1.5089587,0.15087365,-0.91411686,-0.52011544,-0.0772521,-0.81207865,-0.012565853,-0.015140344,0.06365689,-0.7495487
2011,Eli Manning,NYG,0.9043457,-0.3688632,-1.4102341,0.203167,-0.8615804,-0.3963404,-0.123986475,-0.4348202,-0.0113498755,-0.015140344,0.04827486,-1.1515665
2011,Matt Ryan,ATL,-0.19213404,-0.43517056,-1.4938647,0.20536293,-0.86134875,-0.553347,-0.19232628,-0.83396804,-0.0113498755,-0.019677045,0.05061716,-0.82065797
2011,Ben Roethlisberger,PIT,-0.07061577,-1.007053,-1.34691,-0.2958912,-0.9987043,-0.57343537,-0.1545308,-0.91284007,-0.0113498755,-0.019677045,0.06603246,0.28232872
2011,Matt Schaub,HOU,-0.6586387,-1.0912607,0.44786304,-0.3696501,-0.82044715,-0.44057,-0.2148186,-0.5083378,-0.0113498755,-0.019677045,0.07356006,-0.7349984
2011,Mike Vick,PHI,-0.4595104,-0.8248133,-0.9619196,-0.46873492,-0.61982465,-0.07471523,-0.22196358,2.665392,-0.0113498755,-0.019677045,0.046357125,-0.9737249
2011,Cam Newton,CAR,-0.101142354,-0.7210105,-1.0088341,-0.43445992,-0.27950296,0.115866154,0.744527,2.335401,0.032464918,-0.019677045,-0.39989495,-0.9395398
2011,Carson Palmer,LV,-0.48941624,-0.8991691,-1.1070043,-0.51856375,-0.84227943,-0.4285372,-0.16879232,-0.81442034,-0.0113498755,-0.019677045,0.040280506,-1.0058849
2011,Joe Flacco,BAL,-0.5322273,-1.0000619,-1.1428719,-0.58316684,-0.8345395,-0.58696896,-0.17329238,-0.6109322,-0.0113498755,-0.019677045,0.048622973,0.22422378
2011,Alex Smith,SF,-0.7382692,-1.4815507,0.38689202,-0.7101692,-0.95079076,0.12961805,-0.20901598,-0.7147562,-0.0064212214,-0.019677045,0.10595517,0.78384876
2011,Jason Campbell,LV,-0.6024766,-1.1438339,0.4255628,-0.56466395,-0.9609389,-0.4704271,-0.21463528,-0.76612806,-0.0113498755,-0.019677045,0.058967978,-1.0852888
2011,Kyle Orton,KC,-0.6003198,-1.055485,-0.11184712,-0.53294736,-0.6864759,-0.43396348,-0.1918934,-0.8036394,-0.0113498755,-0.019677045,0.058967978,-1.159733
